full_name,role,user_id,department,location,status,hire_date,termination_date,username,hostname,device_id,manager_username,device_id_conflict,device_user_count
Farhan Sastry,Executive,EMP11800,R&D,Branch Office,Active,2025-02-04 08:31:23,,farhan.sastry34,LPT-11800,DEV86741,manager300,False,1
Frederick Vasa,Director,EMP11721,IT,Work From Home,Active,2024-11-06 13:42:48,,frederick.vasa15,LPT-11721,DEV36946,manager405,False,1
Ridhi Bala,Trainee,EMP10192,Operations,Head Office,Active,2023-09-13 07:30:52,,ridhi.bala57,,,manager910,False,0
Abhimanyu Gade,Officer,EMP10266,Procurement,Branch Office,Inactive,2022-10-31 11:37:06,2022-11-24 07:18:01,abhimanyu.gade25,WS-10266,DEV37379,manager294,False,1
Dalaja Sura,Manager,EMP12692,Operations,Remote,Active,2023-12-22 18:10:21,,dalaja.sura56,VDR-12692,DEV17492,manager781,False,1
Udarsh Kannan,Specialist,EMP10805,People,Branch Office,Active,2022-12-28 00:00:00,,udarsh.kannan13,VDR-10805,DEV36217,manager249,False,1
Janaki Hegde,Officer,EMP10331,Human Resources,Data Center,Disabled,2024-03-17 00:37:00,2025-05-31 13:44:10,janaki.hegde46,LPT-10331,DEV66314,manager691,False,1
Luke Nagi,Administrator,EMP10528,Human Resources,Warehouse,Active,2020-01-17 23:49:00,,,VDR-10528,DEV63562,manager908,False,1
Tanay Viswanathan,Executive,EMP11225,Operations,,Active,,,tanay.viswanathan59,VDR-11225,DEV39065,,False,1
Ansh Brahmbhatt,Consultant,EMP10801,Customer Support,Branch Office,Active,2021-01-03 11:13:30,,ansh.brahmbhatt77,VDR-10801,DEV49935,manager977,False,1
Pahal Lata,Consultant,EMP11089,Customer Support,Warehouse,Active,2023-06-09 03:58:33,,,WS-11089,DEV29473,manager221,False,1
Rachana Madan,Analyst,EMP10764,Procurement,Remote,Active,2025-12-29 23:11:23,,rachana.madan60,WS-10764,,,False,0
Jagat Dasgupta,Administrator,EMP10218,Customer Support,,Active,2021-02-03 17:50:14,,jagat_dasgupta98,VDR-10218,DEV99181,,False,1
Ayushman Nagy,Consultant,EMP10479,Legal,,Active,2021-09-22 23:16:50,,ayushman.nagy50,LPT-10479,DEV11699,manager899,False,1
Janani Barad,Administrator,EMP10790,Finance,Remote,Active,2025-07-24 07:49:43,,janani.barad1,VDR-10790,DEV93435,manager394,False,1
Aachal Mani,Officer,EMP10478,Sales,Work From Home,Active,,,aachal.mani50,VDR-10478,DEV47701,,False,1
Hemani Bhagat,Specialist,EMP12645,Operations,,Active,2024-04-14 17:12:46,,hemani.bhagat18,LPT-12645,DEV79338,unknown,False,1
Kabir Sampath,Engineer,EMP10727,Customer Support,,Active,2024-07-21 00:00:00,,kabir.sampath9,WS-10727,,,False,0
Nidra Agate,Consultant,EMP10581,IT,Head Office,Active,2023-05-04 05:05:18,,nidra.agate60,LPT-10581,DEV17345,manager581,False,1
Jyoti Brar,Officer,EMP11157,People,Branch Office,Active,2023-03-20 00:24:43,,jyoti.brar52,VDR-11157,DEV11545,manager212,False,1
Hemani Oza,Executive,EMP12547,R&D,Branch Office,Active,2023-03-28 17:09:59,,hemani.oza5,LPT-12547,,manager861,False,0
Pranav Master,Executive,EMP11688,Finance,Regional Office,Inactive,2021-03-09 04:48:18,2024-06-06 00:00:00,pranav.master58,WS-11688,DEV64997,,False,1
Aishani Sem,Manager,EMP12633,Legal,Remote,Active,2022-09-24 03:53:00,,aishani.sem75,WS-12633,DEV42346,,True,2
Kiaan Sen,Executive,EMP10045,Marketing,Warehouse,Active,2023-09-12 03:25:20,,kiaan.sen15,WS-10045,,manager905,False,0
Eiravati Agrawal,Analyst,EMP12849,Customer Support,Data Center,Active,2020-03-28 20:29:48,,eiravati.agrawal54,WS-12849,DEV49156,,False,1
Jalsa Bhatti,Executive,EMP10240,Marketing,,Disabled,2024-10-30 00:50:11,,jalsa.bhatti59,VDR-10240,DEV54185,manager976,False,1
Aarini Memon,Director,EMP10251,IT,Remote,Active,2020-07-06 04:59:07,,aarini.memon10,VDR-10251,DEV18357,unknown,False,1
Dalbir Reddy,Analyst,EMP10990,Sales,Work From Home,Active,,,dalbir.reddy82,VDR-10990,DEV86981,manager252,False,1
Darsh Sura,Trainee,EMP10457,Sales,Remote,Active,2021-04-06 20:28:44,,darsh.sura85,VDR-10457,DEV98643,,False,1
Umang Loke,Officer,EMP11272,Operations,Remote,Active,2023-11-26 06:56:00,,umang.loke95,VDR-11272,,manager461,False,0
Yauvani Mannan,Manager,EMP10676,R&D,Remote,Active,2020-02-17 09:37:22,,yauvani_mannan99,LPT-10676,DEV30643,,False,1
Dipta Agate,Director,EMP11814,Procurement,Data Center,Active,2022-09-04 00:00:00,,dipta_agate15,WS-11814,DEV49258,manager868,False,1
Abdul Mitra,Officer,EMP11533,Operations,Data Center,Active,2020-07-27 12:02:42,,abdul_mitra65,WS-11533,DEV85342,manager678,False,1
Vasatika Dhar,Director,EMP12356,R&D,,Active,2022-06-01 15:27:54,,vasatika.dhar45,WS-12356,DEV83798,manager828,False,1
Yadavi Pandit,Consultant,EMP11084,Innovation,Work From Home,Active,2026-03-07 22:45:02,,yadavi.pandit87,WS-11084,DEV61257,manager813,False,1
Sudiksha Raman,Manager,EMP11511,R&D,Data Center,Active,2021-10-29 23:06:37,,sudiksha.raman15,LPT-11511,DEV23090,manager407,True,2
Ekiya Chakraborty,Analyst,EMP12404,Marketing,Work From Home,Active,,,ekiya.chakraborty63,VDR-12404,,manager734,False,0
Frederick Kaur,Analyst,EMP10257,Procurement,,Active,2020-04-14 07:37:42,,frederick.kaur54,LPT-10257,DEV18819,manager788,False,1
Ekta Lal,Trainee,EMP12272,R&D,Head Office,Active,2023-10-14 00:00:00,,ekta.lal33,VDR-12272,DEV88097,manager920,False,1
Turvi Sarkar,Analyst,EMP10368,Supply Chain,Branch Office,Active,2022-02-10 04:32:03,,turvi.sarkar90,WS-10368,DEV29441,,False,1
Aditya Nayar,Officer,EMP12050,Procurement,Data Center,Active,2022-07-16 20:58:15,,aditya.nayar99,WS-12050,DEV80636,unknown,False,1
Manya Chakrabarti,Director,EMP12973,Operations,Work From Home,Active,2023-04-06 22:53:35,,manya_chakrabarti30,LPT-12973,DEV53857,,True,2
Omaja Mangat,Administrator,EMP12844,Sales,Data Center,Active,2024-06-19 23:03:44,,omaja.mangat18,VDR-12844,DEV19253,manager722,False,1
Nidra Mall,Specialist,EMP10354,Human Resources,Regional Office,Active,2024-04-29 00:00:00,,nidra.mall33,VDR-10354,,manager979,False,0
Ojasvi Vohra,Director,EMP11299,Compliance,Branch Office,Active,2024-10-18 00:00:00,,ojasvi_vohra60,LPT-11299,DEV47148,manager694,False,1
Isaac Bir,Executive,EMP11864,Marketing,Regional Office,Active,2021-05-17 21:15:57,,isaac.bir96,WS-11864,DEV98055,,False,1
Dalaja Lata,Executive,EMP12219,Compliance,Data Center,Active,2025-02-16 00:00:00,,dalaja.lata76,WS-12219,DEV33203,,False,1
Odika Rajagopal,Manager,EMP11196,Operations,Regional Office,Active,2025-10-21 15:02:01,,odika.rajagopal41,WS-11196,,manager759,False,0
Atharv Peri,Consultant,EMP11830,Operations,Warehouse,Active,2026-02-04 06:53:30,,atharv.peri95,LPT-11830,DEV97523,manager798,False,1
Upma Kohli,Analyst,EMP12202,Marketing,Regional Office,Active,2022-09-19 00:00:00,,upma.kohli12,LPT-12202,DEV82487,manager756,False,1
Ubika Bhakta,Consultant,EMP11302,Finance,Regional Office,Active,2026-01-30 00:00:00,,,VDR-11302,,unknown,False,0
Dhruv Sami,Trainee,EMP10682,R&D,Branch Office,Inactive,,2026-01-08 01:43:23,dhruv.sami40,LPT-10682,DEV28837,manager816,False,1
Jairaj Acharya,Consultant,EMP11381,Human Resources,Regional Office,Active,2024-02-11 22:10:00,,jairaj_acharya41,WS-11381,DEV26784,unknown,False,1
Dipta Narayan,Officer,EMP10507,Finance,Branch Office,Active,2020-08-22 06:13:41,,dipta.narayan36,WS-10507,DEV92132,,False,1
Krishna Seth,Director,EMP10211,Operations,,Active,2022-09-18 00:00:00,,krishna_seth41,WS-10211,DEV77499,manager225,False,1
Meera Kaur,Director,EMP11454,Finance,,Active,2024-02-02 08:00:54,,meera.kaur84,WS-11454,,manager531,False,0
Oni Wable,Consultant,EMP10819,Procurement,Branch Office,Active,2026-06-19 18:29:28,,oni.wable49,WS-10819,DEV91522,manager869,False,1
Charita Rattan,Trainee,EMP11650,IT,Data Center,Disabled,2023-06-03 16:30:48,2026-01-31 22:07:00,charita.rattan19,VDR-11650,DEV80975,manager515,False,1
Varsha Swamy,Officer,EMP12909,Customer Support,Regional Office,Disabled,2020-11-01 09:08:30,2021-12-22 03:07:06,varsha_swamy83,WS-12909,DEV95939,,False,1
Charan Deshmukh,Administrator,EMP10582,Sales,Work From Home,Active,2026-07-14 13:05:32,,charan.deshmukh24,WS-10582,DEV11653,manager494,False,1
Benjamin Rau,Executive,EMP10175,Procurement,Work From Home,Active,2023-02-27 07:34:50,,benjamin.rau26,WS-10175,DEV16839,manager205,False,1
Vasatika Kunda,Officer,EMP11712,IT,Data Center,Active,2024-08-29 21:06:46,,vasatika.kunda70,VDR-11712,DEV61903,,False,1
Dhruv Bose,Consultant,EMP10430,Compliance,Remote,Active,2020-12-31 22:25:23,,dhruv.bose40,WS-10430,DEV86751,manager987,False,1
Owen Badal,Administrator,EMP11507,Human Resources,,Inactive,,2024-12-03 15:40:19,owen.badal65,VDR-11507,,manager362,False,0
Dayamai Din,Director,EMP10744,Operations,Head Office,Active,2024-07-05 00:00:00,,dayamai.din39,VDR-10744,DEV40885,,False,1
Meghana Jaggi,Consultant,EMP11362,Human Resources,Data Center,Active,2023-09-15 15:24:43,,meghana.jaggi6,WS-11362,DEV92684,manager588,False,1
Nirja Jani,Executive,EMP11097,IT,Warehouse,Active,2024-10-13 14:45:26,,nirja.jani16,LPT-11097,DEV95542,manager871,False,1
Ekanta Ravel,Consultant,EMP10506,Innovation,,Active,2021-06-30 02:22:00,,ekanta.ravel60,WS-10506,DEV73828,manager183,False,1
Sachi Shetty,Analyst,EMP10945,Finance,Warehouse,Active,2020-06-30 00:00:00,,sachi.shetty87,WS-10945,DEV33784,manager201,False,1
Nandini Pai,Consultant,EMP11135,Sales,Data Center,Active,2025-06-23 10:39:45,,nandini.pai30,WS-11135,DEV18041,manager212,False,1
Aashi Raju,Trainee,EMP11023,R&D,Head Office,Active,2026-01-26 00:29:44,,aashi.raju60,LPT-11023,DEV81883,,False,1
Omaja Soman,Director,EMP10196,Operations,Remote,Active,2020-12-18 11:20:00,,omaja.soman68,VDR-10196,DEV46528,manager290,False,1
Nihal Lanka,Trainee,EMP12512,Customer Support,Branch Office,Active,2023-09-28 00:00:00,,,WS-12512,DEV62698,manager806,False,1
Hema Yadav,Administrator,EMP10088,Sales,Regional Office,Active,2021-12-26 05:20:24,,hema.yadav5,WS-10088,DEV69510,unknown,False,1
Riya Trivedi,Administrator,EMP11047,R&D,,Active,,,riya.trivedi40,VDR-11047,,manager580,False,0
Zayyan Contractor,Engineer,EMP12878,Customer Support,Work From Home,Inactive,2026-03-18 14:53:00,2026-03-22 11:32:31,zayyan.contractor3,WS-12878,DEV71597,unknown,False,1
Oliver Devan,Analyst,EMP12025,R&D,Regional Office,Active,2021-07-10 06:21:00,,oliver.devan65,VDR-12025,DEV67855,manager657,False,1
Jatin Garde,Executive,EMP12943,Supply Chain,Branch Office,Active,2022-08-02 15:16:19,,jatin.garde4,LPT-12943,,,False,0
Avi Kalla,Engineer,EMP10678,Procurement,Branch Office,Active,2022-11-18 10:12:09,,avi.kalla37,LPT-10678,DEV50812,manager151,False,1
Anamika Gala,Executive,EMP11034,Legal,,Active,2025-11-06 09:02:37,,anamika.gala90,LPT-11034,DEV93277,manager971,False,1
Rayaan Aggarwal,Director,EMP10564,Procurement,Remote,Active,2024-06-06 11:46:49,,rayaan.aggarwal35,WS-10564,,,False,0
Ayaan Kala,Director,EMP10343,Sales,Remote,Disabled,2022-01-13 00:00:00,2022-12-29 21:20:26,ayaan.kala66,,DEV17152,manager753,False,1
Upasna Vig,Engineer,EMP12346,Procurement,Warehouse,Active,2023-01-16 11:58:29,,upasna.vig49,WS-12346,,,False,0
Naveen Johal,Administrator,EMP10025,Finance,Data Center,Active,2024-09-05 19:13:00,,naveen.johal55,LPT-10025,DEV19880,manager767,False,1
Mekhala Talwar,Analyst,EMP10940,Supply Chain,Warehouse,Active,2024-04-10 15:27:55,,,VDR-10940,DEV34824,,False,1
Aachal Sarraf,Specialist,EMP11859,Sales,,Active,,,aachal.sarraf5,,DEV44782,manager941,True,2
Nirja Bhakta,Officer,EMP12892,IT,Warehouse,Disabled,2022-09-21 00:00:00,2024-12-06 23:55:26,nirja.bhakta26,VDR-12892,DEV26926,,False,1
Zehaan Naik,Manager,EMP12795,Procurement,Data Center,Active,2024-01-08 00:00:00,,zehaan.naik32,LPT-12795,DEV94752,manager391,False,1
Gaurangi Viswanathan,Consultant,EMP11488,R&D,Regional Office,Active,2026-01-23 13:39:45,,gaurangi.viswanathan21,LPT-11488,DEV32965,,False,1
Yamini Cherian,Trainee,EMP11525,Procurement,Head Office,Active,2026-01-03 00:00:00,,yamini.cherian93,VDR-11525,DEV61126,manager386,False,1
Madhav Grover,Officer,EMP12422,Operations,Branch Office,Active,2024-03-31 21:40:58,,madhav.grover92,WS-12422,DEV81229,unknown,False,1
Vanya Rana,Trainee,EMP12574,Sales,Head Office,Inactive,2022-09-16 00:00:00,2025-04-11 12:46:00,vanya.rana13,LPT-12574,DEV78601,manager478,False,1
Darika Sha,Executive,EMP10650,Finance,Work From Home,Active,2020-06-08 09:59:00,,darika.sha73,LPT-10650,DEV33444,manager416,False,1
Nathan Madan,Analyst,EMP10867,IT,Remote,Active,2023-05-11 06:43:38,,nathan.madan77,VDR-10867,DEV91219,manager235,False,1
Utkarsh Nadig,Engineer,EMP11350,Operations,Data Center,Active,2021-04-11 06:22:46,,utkarsh.nadig92,VDR-11350,DEV14272,manager764,False,1
Wyatt Bora,Executive,EMP10067,People,Remote,Active,2022-08-27 05:13:05,,wyatt.bora78,LPT-10067,DEV85849,manager484,False,1
Hemal Naik,Analyst,EMP12249,Operations,Head Office,Active,2025-12-13 16:38:39,,hemal.naik73,LPT-12249,DEV64746,,False,1
Bhanumati Ratta,Consultant,EMP10621,Sales,,Active,2020-06-18 10:38:57,,bhanumati_ratta30,VDR-10621,DEV21247,manager735,False,1
Pranit Srinivas,Administrator,EMP10651,R&D,,Inactive,,2023-11-17 15:02:30,pranit.srinivas94,LPT-10651,,manager609,False,0
Balendra Jha,Officer,EMP12195,Procurement,Regional Office,Active,,,balendra.jha12,WS-12195,DEV43113,,False,1
Sai Goda,Consultant,EMP10602,Procurement,Regional Office,Active,2020-11-19 00:00:00,,sai_goda99,WS-10602,DEV97194,manager284,False,1
Charan Dhawan,Trainee,EMP12911,Sales,Work From Home,Active,2023-04-19 00:00:00,,charan.dhawan17,LPT-12911,DEV87264,manager336,False,1
Bahadurjit Dyal,Specialist,EMP10423,Legal,Head Office,On Leave,2023-03-08 16:35:37,,bahadurjit.dyal80,LPT-10423,DEV77045,manager708,False,1
Bishakha Bajaj,Director,EMP12171,Human Resources,Head Office,Active,,,bishakha.bajaj79,LPT-12171,,,False,0
Anamika Hayer,Engineer,EMP12805,Marketing,Head Office,Active,,,anamika.hayer81,LPT-12805,DEV36174,unknown,False,1
Jonathan Lalla,Officer,EMP11910,Human Resources,Data Center,Active,2021-10-28 12:47:43,,jonathan.lalla10,VDR-11910,DEV27789,manager199,False,1
Lakshmi Gill,Manager,EMP12861,Finance,Branch Office,Active,2024-07-16 01:07:45,,lakshmi.gill13,VDR-12861,DEV81834,,False,1
Rachana Jani,Administrator,EMP11113,Customer Support,Remote,Inactive,2021-12-11 17:53:16,2022-09-07 20:46:26,rachana.jani60,WS-11113,DEV78235,,False,1
Odika Mann,Trainee,EMP11477,Operations,,Active,2024-12-22 08:03:20,,odika.mann97,WS-11477,DEV13875,manager460,False,1
Zaid Chad,Analyst,EMP11553,Legal,Warehouse,Active,2021-06-11 08:44:57,,zaid_chad19,WS-11553,DEV88447,manager115,False,1
Sathvik Kadakia,Specialist,EMP10124,Operations,Branch Office,Active,2023-12-13 00:00:00,,sathvik.kadakia72,VDR-10124,DEV18285,,False,1
Saumya Contractor,Specialist,EMP12541,Customer Support,Head Office,Active,2024-06-21 17:30:24,,saumya.contractor14,LPT-12541,DEV35220,manager804,False,1
Farhan Pathak,Specialist,EMP12903,Sales,Warehouse,Active,2025-10-30 00:00:00,,farhan.pathak41,,DEV81387,manager563,False,1
Leena Sankaran,Manager,EMP11866,Finance,Work From Home,Active,2026-07-21 08:40:00,,leena.sankaran10,LPT-11866,DEV41398,,False,1
Janani Narula,Executive,EMP11872,Sales,Branch Office,Active,2024-12-26 17:45:30,,janani.narula52,VDR-11872,,manager168,False,0
Jack Mallick,Executive,EMP10532,R&D,Remote,Active,2022-08-10 17:42:40,,jack.mallick72,VDR-10532,DEV82733,manager892,False,1
Gautam Bala,Manager,EMP12009,Marketing,Data Center,Active,2021-03-16 11:22:45,,gautam.bala88,WS-12009,DEV80016,,False,1
Turvi Devan,Consultant,EMP11057,Procurement,Work From Home,Active,2026-05-13 20:33:55,,turvi.devan14,LPT-11057,DEV45261,manager415,False,1
Ekani Kalita,Trainee,EMP12907,IT,Data Center,Active,2023-05-25 02:38:26,,ekani.kalita20,LPT-12907,DEV29783,manager284,False,1
Madhav Handa,Analyst,EMP11690,People,Data Center,Active,,,madhav.handa28,WS-11690,DEV29647,manager501,False,1
Manya Sridhar,Analyst,EMP11487,Operations,Regional Office,Active,2024-05-07 15:56:04,,manya.sridhar12,VDR-11487,DEV95736,,False,1
Watika Sami,Director,EMP10557,Finance,Data Center,Active,2026-02-16 16:52:21,,watika.sami2,LPT-10557,DEV92660,manager598,False,1
Oviya Pradhan,Specialist,EMP12561,Human Resources,Head Office,Active,2024-10-28 09:30:27,,oviya.pradhan73,WS-12561,DEV48217,manager547,False,1
Adya Mutti,Engineer,EMP11173,Legal,,Active,2020-12-30 05:44:06,,,LPT-11173,DEV17322,,False,1
Lajita Choudhury,Manager,EMP10176,Customer Support,,Active,2024-05-13 22:21:16,,lajita.choudhury92,LPT-10176,DEV31012,manager547,False,1
Bakhshi Dora,Analyst,EMP10322,Customer Support,Work From Home,Active,2023-08-13 21:49:53,,bakhshi.dora47,VDR-10322,DEV67850,manager949,False,1
Pranav Dara,Executive,EMP11188,Marketing,Branch Office,Active,2025-04-28 18:25:04,,pranav.dara5,VDR-11188,DEV70700,manager835,False,1
Laksh Luthra,Administrator,EMP11461,Operations,Data Center,Active,,,,WS-11461,DEV98473,manager283,False,1
Tanay Khosla,Executive,EMP12478,Marketing,Regional Office,Active,2022-08-29 07:13:10,,tanay.khosla86,WS-12478,DEV28342,manager218,False,1
Hritik Shan,Consultant,EMP11545,Procurement,Regional Office,Active,2020-10-09 01:51:57,,hritik.shan95,WS-11545,DEV64411,,False,1
Charita Dhingra,Director,EMP10695,Legal,Data Center,Active,2021-06-22 00:00:00,,charita_dhingra41,WS-10695,DEV81449,manager292,False,1
Gautami Chaudhry,Director,EMP11628,IT,Regional Office,Disabled,,2024-07-08 02:07:44,gautami.chaudhry69,VDR-11628,DEV78679,,False,1
Ubika Anne,Administrator,EMP10080,Supply Chain,Head Office,Active,2021-07-11 12:07:00,,ubika.anne68,LPT-10080,DEV48829,manager825,False,1
Oeshi Gara,Director,EMP12525,R&D,Remote,Inactive,2025-05-01 00:00:00,,oeshi.gara54,VDR-12525,DEV96412,,True,2
Ekaraj Kaur,Analyst,EMP11149,Marketing,Regional Office,Active,2020-01-05 08:23:19,,ekaraj.kaur18,LPT-11149,DEV37521,manager747,False,1
Aadhya Saini,Analyst,EMP11151,Operations,Regional Office,Active,2022-05-18 23:11:00,,aadhya.saini38,LPT-11151,DEV56593,manager116,False,1
Gauri Nagi,Director,EMP10862,Finance,Work From Home,Active,2022-05-29 00:00:00,,gauri.nagi49,,DEV88654,manager293,False,1
Alexander Gaba,Trainee,EMP11260,Customer Support,Remote,Inactive,2020-09-18 04:28:21,,alexander.gaba61,,DEV25509,manager614,False,1
William Sankaran,Trainee,EMP10439,Operations,,Inactive,2023-06-07 07:03:41,,william.sankaran18,,DEV31611,manager234,False,1
Ekaraj Sharaf,Consultant,EMP10471,Legal,Remote,Active,2025-02-14 23:28:45,,ekaraj_sharaf36,WS-10471,DEV27481,manager866,False,1
Chakradev Loyal,Consultant,EMP12230,Human Resources,,Active,2020-05-15 00:00:00,,chakradev.loyal14,WS-12230,DEV20599,manager332,False,1
Wishi Ganesh,Officer,EMP12011,Procurement,Work From Home,Active,2022-03-22 04:54:18,,wishi.ganesh63,LPT-12011,DEV23413,manager529,False,1
Jyoti Saraf,Manager,EMP11706,Operations,Remote,Active,2025-02-27 11:05:04,,jyoti.saraf98,WS-11706,,manager266,False,0
Advika Mani,Officer,EMP10812,Sales,Data Center,Active,2020-08-04 06:26:05,,advika.mani57,WS-10812,,,False,0
Gaurika Chopra,Trainee,EMP11234,Brand,Branch Office,Active,2025-07-18 11:00:59,,gaurika.chopra35,LPT-11234,DEV55685,manager863,False,1
Unni Hayer,Consultant,EMP12246,Finance,Work From Home,Active,2020-06-16 17:17:41,,unni.hayer3,WS-12246,DEV68351,manager281,False,1
Mekhala Nadig,Engineer,EMP10568,Sales,Regional Office,Active,2021-02-11 20:43:50,,mekhala.nadig40,WS-10568,DEV68085,manager274,False,1
Jeet Rajagopalan,Officer,EMP12425,R&D,Data Center,Active,,,jeet.rajagopalan64,LPT-12425,DEV51114,unknown,False,1
Balhaar Bhakta,Consultant,EMP11653,Procurement,,Active,2022-08-11 12:02:48,,balhaar.bhakta94,VDR-11653,DEV63504,manager244,False,1
Nidhi Murty,Executive,EMP10141,Operations,,On Leave,2024-10-11 02:08:00,,,LPT-10141,,manager225,False,0
Samaksh Dutt,Trainee,EMP10511,Finance,Branch Office,Inactive,2025-08-10 17:25:10,,samaksh.dutt66,LPT-10511,,manager849,False,0
Aarush Vasa,Executive,EMP11612,Operations,,Active,2023-08-30 00:00:00,,aarush.vasa18,WS-11612,DEV56551,,False,1
Tripti Chander,Analyst,EMP12605,Customer Support,Data Center,Inactive,,,tripti.chander54,,DEV44035,,False,1
Girish Atwal,Trainee,EMP11809,Brand,,Active,2026-01-25 00:00:00,,girish.atwal74,WS-11809,,manager755,False,0
Abhiram Bahri,Trainee,EMP12866,Customer Support,,Active,2022-06-20 09:08:47,,abhiram.bahri83,WS-12866,,manager634,False,0
Timothy Gopal,Director,EMP11684,Supply Chain,Head Office,Active,2026-05-01 08:41:00,,timothy.gopal8,VDR-11684,DEV68449,manager426,False,1
Ojasvi Gour,Consultant,EMP10610,Human Resources,Work From Home,Active,,,ojasvi.gour94,WS-10610,,manager939,False,0
Garima Kant,Executive,EMP12810,Customer Support,Regional Office,Active,2020-07-16 08:39:00,,garima.kant8,LPT-12810,DEV20476,manager863,False,1
Varsha Bhakta,Engineer,EMP11966,Finance,,Active,2022-01-16 02:18:51,,varsha.bhakta93,VDR-11966,DEV76303,manager443,False,1
Nilima Bahri,Executive,EMP10831,Operations,Warehouse,Inactive,,,nilima.bahri98,WS-10831,DEV57622,manager967,False,1
Jason Rege,Trainee,EMP10177,Sales,Remote,Active,2024-04-08 16:21:48,,jason.rege12,LPT-10177,DEV64381,manager495,False,1
Manbir Subramaniam,Administrator,EMP10857,Finance,,Disabled,2022-05-25 00:00:00,2025-12-03 07:25:32,manbir_subramaniam95,VDR-10857,DEV87728,manager502,False,1
Wriddhish Babu,Analyst,EMP10693,Supply Chain,Warehouse,Disabled,2022-07-02 00:00:00,2026-05-02 18:32:06,wriddhish.babu12,VDR-10693,DEV62978,manager154,False,1
